areacode/城市ID,province_geocode,province,city_geocode,city,district_geocode,district,eng,pinyin,lon,lat,exclude（是否为地级市）
101100806,140000,山西省,140800,运城市,140825,新绛,xinjiang,xinjiang,111.225205,35.613697,0
101100807,140000,山西省,140800,运城市,140826,绛县,jiangxian,jiangxian,111.576182,35.49045,0
101100809,140000,山西省,140800,运城市,140827,垣曲,yuanqu,yuanqu,111.67099,35.298293,0
101100812,140000,山西省,140800,运城市,140828,夏县,xiaxian,xiaxian,111.223174,35.140441,0
101100813,140000,山西省,140800,运城市,140829,平陆,pinglu,pinglu,111.212377,34.837256,0
101100811,140000,山西省,140800,运城市,140830,芮城,ruicheng,ruicheng,110.69114,34.694769,0
101100810,140000,山西省,140800,运城市,140881,永济,yongji,yongji,110.447984,34.865125,0
101100805,140000,山西省,140800,运城市,140882,河津,hejin,hejin,110.710268,35.59715,0
101101001,140000,山西省,140900,忻州市,140900,忻州,xinzhou,xinzhou,112.733538,38.41769,1
101101016,140000,山西省,140900,忻州市,140902,忻府,xinfu,xinfu,112.734112,38.417743,0
101101002,140000,山西省,140900,忻州市,140921,定襄,dingxiang,dingxiang,112.963231,38.484948,0
101101003,140000,山西省,140900,忻州市,140922,五台,wutai,wutai,113.259012,38.725711,0
101101008,140000,山西省,140900,忻州市,140923,代县,daixian,daixian,112.962519,39.065138,0
101101009,140000,山西省,140900,忻州市,140924,繁峙,fanshi,fanshi,113.267707,39.188104,0
101101007,140000,山西省,140900,忻州市,140925,宁武,ningwu,ningwu,112.307936,39.001718,0
101101012,140000,山西省,140900,忻州市,140926,静乐,jingle,jingle,111.940231,38.355947,0
101101006,140000,山西省,140900,忻州市,140927,神池,shenchi,shenchi,112.200438,39.088467,0
101101014,140000,山西省,140900,忻州市,140928,五寨,wuzhai,wuzhai,111.841015,38.912761,0
101101013,140000,山西省,140900,忻州市,140929,岢岚,kelan,kelan,111.56981,38.705625,0
101101004,140000,山西省,140900,忻州市,140930,河曲,hequ,hequ,111.146609,39.381895,0
101101011,140000,山西省,140900,忻州市,140931,保德,baode,baode,111.085688,39.022576,0
101101005,140000,山西省,140900,忻州市,140932,偏关,pianguan,pianguan,111.500477,39.442153,0
101101015,140000,山西省,140900,忻州市,140981,原平,yuanping,yuanping,112.713132,38.729186,0
101100701,140000,山西省,141000,临汾市,141000,临汾,linfen,linfen,111.517973,36.08415,1
101100718,140000,山西省,141000,临汾市,141002,尧都,yaodu,yaodu,111.522945,36.080366,0
101100702,140000,山西省,141000,临汾市,141021,曲沃,quwo,quwo,111.475529,35.641387,0
101100713,140000,山西省,141000,临汾市,141022,翼城,yicheng,yicheng,111.713508,35.738621,0
101100707,140000,山西省,141000,临汾市,141023,襄汾,xiangfen,xiangfen,111.442932,35.876139,0
101100710,140000,山西省,141000,临汾市,141024,洪洞,hongtong,hongtong,111.673692,36.255742,0
101100717,140000,山西省,141000,临汾市,141025,古县,guxian,guxian,111.920207,36.26855,0
101100716,140000,山西省,141000,临汾市,141026,安泽,anze,anze,112.251372,36.146032,0
101100715,140000,山西省,141000,临汾市,141027,浮山,fushan,fushan,111.850039,35.971359,0
101100706,140000,山西省,141000,临汾市,141028,吉县,jixian,jixian,110.682853,36.099355,0
101100712,140000,山西省,141000,临汾市,141029,乡宁,xiangning,xiangning,110.857365,35.975402,0
101100705,140000,山西省,141000,临汾市,141030,大宁,daning,daning,110.751283,36.46383,0
101100704,140000,山西省,141000,临汾市,141031,隰县,xixian,xixian,110.935809,36.692675,0
101100703,140000,山西省,141000,临汾市,141032,永和,yonghe,yonghe,110.631276,36.760614,0
101100708,140000,山西省,141000,临汾市,141033,蒲县,puxian,puxian,111.09733,36.411682,0
101100709,140000,山西省,141000,临汾市,141034,汾西,fenxi,fenxi,111.563021,36.653368,0
101100714,140000,山西省,141000,临汾市,141081,侯马,houma,houma,111.371272,35.620302,0
101100711,140000,山西省,141000,临汾市,141082,霍州,huozhou,huozhou,111.723103,36.57202,0
101101100,140000,山西省,141100,吕梁市,141100,吕梁,lvliang,lvliang,111.134335,37.524366,1
101101101,140000,山西省,141100,吕梁市,141102,离石,lishi,lishi,111.134462,37.524037,0
101101112,140000,山西省,141100,吕梁市,141121,文水,wenshui,wenshui,112.032595,37.436314,0
101101113,140000,山西省,141100,吕梁市,141122,交城,jiaocheng,jiaocheng,112.159154,37.555155,0
101101103,140000,山西省,141100,吕梁市,141123,兴县,xingxian,xingxian,111.124816,38.464136,0
101101102,140000,山西省,141100,吕梁市,141124,临县,linxian,linxian,110.995963,37.960806,0
101101105,140000,山西省,141100,吕梁市,141125,柳林,liulin,liulin,110.89613,37.431664,0
101101106,140000,山西省,141100,吕梁市,141126,石楼,shilou,shilou,110.837119,36.999426,0
101101104,140000,山西省,141100,吕梁市,141127,岚县,lanxian,lanxian,111.671555,38.278654,0
101101107,140000,山西省,141100,吕梁市,141128,方山,fangshan,fangshan,111.238885,37.892632,0
101101109,140000,山西省,141100,吕梁市,141129,中阳,zhongyang,zhongyang,111.193319,37.342054,0
101101108,140000,山西省,141100,吕梁市,141130,交口,jiaokou,jiaokou,111.183188,36.983068,0
101101110,140000,山西省,141100,吕梁市,141181,孝义,xiaoyi,xiaoyi,111.781568,37.144474,0
101101111,140000,山西省,141100,吕梁市,141182,汾阳,fenyang,fenyang,111.785273,37.267742,0
101080108,150000,内蒙古自治区,150100,呼和浩特市,150102,新城区,xincheng district,xinchengqu,111.685964,40.826225,0
101080109,150000,内蒙古自治区,150100,呼和浩特市,150103,回民区,huimin district,huiminqu,111.662162,40.815149,0
101080110,150000,内蒙古自治区,150100,呼和浩特市,150104,玉泉区,yuquan district,yuquanqu,111.66543,40.799421,0
101080106,150000,内蒙古自治区,150100,呼和浩特市,150105,赛罕区,saihan district,saihanqu,111.698463,40.807834,0
101080103,150000,内蒙古自治区,150100,呼和浩特市,150122,托克托,togtoh,tuoketuo,111.11,40.16,0
101080104,150000,内蒙古自治区,150100,呼和浩特市,150123,和林格尔,horinger,helingeer,111.824143,40.380288,0
101080105,150000,内蒙古自治区,150100,呼和浩特市,150124,清水河,qingshuihe,qingshuihe,111.67222,39.912479,0
101080107,150000,内蒙古自治区,150100,呼和浩特市,150125,武川,wuchuan,wuchuan,111.456563,41.094483,0
101080201,150000,内蒙古自治区,150200,包头市,150200,包头,Baotou,baotou,109.840405,40.658168,1
101080208,150000,内蒙古自治区,150200,包头市,150202,东河区,donghe district,donghequ,110.026895,40.587056,0
101080209,150000,内蒙古自治区,150200,包头市,150203,昆都仑区,kundulun district,kundulunqu,109.822932,40.661345,0
101080210,150000,内蒙古自治区,150200,包头市,150204,青山区,qingshan district,qingshanqu,109.880049,40.668558,0
101080211,150000,内蒙古自治区,150200,包头市,150205,石拐区,shiguai district,shiguaiqu,110.272565,40.672094,0
101080202,150000,内蒙古自治区,150200,包头市,150206,白云鄂博,bayan obo,baiyunebo,109.97016,41.769246,0
101080212,150000,内蒙古自治区,150200,包头市,150207,九原区,jiuyuan district,jiuyuanqu,109.968122,40.600581,0
101080205,150000,内蒙古自治区,150200,包头市,150222,固阳,guyang,guyang,110.063421,41.030004,0
101080301,150000,内蒙古自治区,150300,乌海市,150300,乌海,wuhai,wuhai,106.825563,39.673734,1
101080302,150000,内蒙古自治区,150300,乌海市,150302,海勃湾区,haibowanqu,haibowanqu,106.817762,39.673527,0
101080303,150000,内蒙古自治区,150300,乌海市,150303,海南区,hainan district,hainanqu,106.884789,39.44153,0
101080304,150000,内蒙古自治区,150300,乌海市,150304,乌达,wuda,wuda,106.722711,39.502288,0
101080601,150000,内蒙古自治区,150400,赤峰市,150400,赤峰,chifeng,chifeng,118.956806,42.275317,1
101080602,150000,内蒙古自治区,150400,赤峰市,150402,红山,hongshan,hongshan,118.961087,42.269732,0
101080616,150000,内蒙古自治区,150400,赤峰市,150403,元宝山,yuanbaoshan,yuanbaoshan,118.8344,42.3075,0
101080617,150000,内蒙古自治区,150400,赤峰市,150404,松山,songshan,songshan,118.938958,42.281046,0
101080605,150000,内蒙古自治区,150400,赤峰市,150422,巴林左旗,balinzuoqi,balinzuoqi,119.391737,43.980715,0
101080606,150000,内蒙古自治区,150400,赤峰市,150423,巴林右旗,balinyouqi,balinyouqi,118.678347,43.528963,0
101080607,150000,内蒙古自治区,150400,赤峰市,150424,林西,linxi,linxi,118.05775,43.605326,0
101080608,150000,内蒙古自治区,150400,赤峰市,150425,克什克腾旗,keshiketengqi,keshiketengqi,117.542465,43.256233,0
101080609,150000,内蒙古自治区,150400,赤峰市,150426,翁牛特旗,wengniuteqi,wengniuteqi,119.022619,42.937128,0
101080611,150000,内蒙古自治区,150400,赤峰市,150428,喀喇沁旗,kalaqinqi,kalaqinqi,118.708572,41.92778,0
101080613,150000,内蒙古自治区,150400,赤峰市,150429,宁城,ningcheng,ningcheng,119.339242,41.598692,0
101080614,150000,内蒙古自治区,150400,赤峰市,150430,敖汉旗,aohanqi,aohanqi,119.906486,42.287012,0
101080501,150000,内蒙古自治区,150500,通辽市,150500,通辽,tongliao,tongliao,122.263119,43.617429,1
101080510,150000,内蒙古自治区,150500,通辽市,150502,科尔沁区,keerqinqu,keerqinqu,121.472818,45.059645,0
101080506,150000,内蒙古自治区,150500,通辽市,150523,开鲁,kailu,kailu,121.308797,43.602432,0
101080507,150000,内蒙古自治区,150500,通辽市,150524,库伦旗,kulunqi,kulunqi,121.774886,42.734692,0
101080508,150000,内蒙古自治区,150500,通辽市,150525,奈曼旗,naimanqi,naimanqi,120.662543,42.84685,0
101080509,150000,内蒙古自治区,150500,通辽市,150526,扎鲁特旗,jarud,zhaluteqi,120.905275,44.555294,0
101080512,150000,内蒙古自治区,150500,通辽市,150581,霍林郭勒,Holingola,huolinguole,119.657862,45.532361,0
101080701,150000,内蒙古自治区,150600,鄂尔多斯市,150600,鄂尔多斯,ordos,eerduosi,109.99029,39.817179,1
101080713,150000,内蒙古自治区,150600,鄂尔多斯市,150602,东胜,dongsheng,dongsheng,109.98945,39.81788,0
101080714,150000,内蒙古自治区,150600,鄂尔多斯市,150603,康巴什,kangbashi,kangbashi,109.868118,39.615711,0
101080703,150000,内蒙古自治区,150600,鄂尔多斯市,150621,达拉特旗,dalateqi,dalateqi,110.040281,40.404076,0
101080704,150000,内蒙古自治区,150600,鄂尔多斯市,150622,准格尔旗,zhungeerqi,zhungeerqi,111.238332,39.865221,0
101080708,150000,内蒙古自治区,150600,鄂尔多斯市,150624,鄂托克旗,otog qi,etuokeqi,107.982604,39.095752,0
101080709,150000,内蒙古自治区,150600,鄂尔多斯市,150625,杭锦旗,hanggin qi,hangjinqi,108.736324,39.831789,0
101080710,150000,内蒙古自治区,150600,鄂尔多斯市,150626,乌审旗,uxin qi,wushenqi,108.842454,38.596611,0
101080711,150000,内蒙古自治区,150600,鄂尔多斯市,150627,伊金霍洛,yijinhuoluo,yijinhuoluo,109.787402,39.604312,0
101081013,150000,内蒙古自治区,150700,呼伦贝尔市,150700,呼伦贝尔,Hulun Buir,hulunbeier,119.758168,49.215333,1
101081001,150000,内蒙古自治区,150700,呼伦贝尔市,150702,海拉尔,hailar,hailaer,119.764923,49.213889,0
101081017,150000,内蒙古自治区,150700,呼伦贝尔市,150703,扎赉诺尔,Dalai Nur?District,zhalainuoer,117.3214,49.5758,0
101081003,150000,内蒙古自治区,150700,呼伦贝尔市,150721,阿荣旗,arongqi,arongqi,123.464615,48.130503,0
101081004,150000,内蒙古自治区,150700,呼伦贝尔市,150722,莫力达瓦,molidawa,molidawa,124.507401,48.478385,0
101081010,150000,内蒙古自治区,150700,呼伦贝尔市,150781,满洲里,manzhouli,manzhouli,117.455561,49.590788,0
101081011,150000,内蒙古自治区,150700,呼伦贝尔市,150782,牙克石,yakeshi,yakeshi,120.729005,49.287024,0
101081012,150000,内蒙古自治区,150700,呼伦贝尔市,150783,扎兰屯,zalantun,zhalantun,122.744401,48.007412,0
101081014,150000,内蒙古自治区,150700,呼伦贝尔市,150784,额尔古纳,eerguna,eerguna,120.178636,50.2439,0
101081015,150000,内蒙古自治区,150700,呼伦贝尔市,150785,根河,genhe,genhe,121.532724,50.780454,0
101080811,150000,内蒙古自治区,150800,巴彦淖尔市,150800,巴彦淖尔,Bayan Nur,bayannaoer,107.416959,40.757402,1
101080801,150000,内蒙古自治区,150800,巴彦淖尔市,150802,临河,linhe,linhe,107.417018,40.757092,0
101080802,150000,内蒙古自治区,150800,巴彦淖尔市,150821,五原,wuyuan,wuyuan,108.270658,41.097639,0
101080803,150000,内蒙古自治区,150800,巴彦淖尔市,150822,磴口,dengkou,dengkou,107.006056,40.330479,0
101080810,150000,内蒙古自治区,150800,巴彦淖尔市,150826,杭锦后旗,hangjinhouqi,hangjinhouqi,107.147682,40.888797,0
101080405,150000,内蒙古自治区,150900,乌兰察布市,150900,乌兰察布,Ulanqab,wulanchabu,113.114543,41.034126,1
101080401,150000,内蒙古自治区,150900,乌兰察布市,150902,集宁,jining,jining,113.116453,41.034134,0
101080402,150000,内蒙古自治区,150900,乌兰察布市,150921,卓资,zhuozi,zhuozi,112.577702,40.89576,0
101080403,150000,内蒙古自治区,150900,乌兰察布市,150922,化德,huade,huade,114.01008,41.899335,0
101080404,150000,内蒙古自治区,150900,乌兰察布市,150923,商都,shangdu,shangdu,113.560643,41.560163,0
101080406,150000,内蒙古自治区,150900,乌兰察布市,150924,兴和,xinghe,xinghe,113.834009,40.872437,0
101080407,150000,内蒙古自治区,150900,乌兰察布市,150925,凉城,liangcheng,liangcheng,112.500911,40.531627,0
101080411,150000,内蒙古自治区,150900,乌兰察布市,150929,四子王旗,siziwangqi,siziwangqi,111.70123,41.528114,0
101080412,150000,内蒙古自治区,150900,乌兰察布市,150981,丰镇,fengzhen,fengzhen,113.163462,40.437534,0
101081108,150000,内蒙古自治区,152200,兴安盟,152200,兴安盟,Hinggan League,xinganmeng,122.070317,46.076268,1
101081101,150000,内蒙古自治区,152200,兴安盟,152201,乌兰浩特,ulan hot,wulanhaote,122.068975,46.077238,0
101081102,150000,内蒙古自治区,152200,兴安盟,152202,阿尔山,arxan,aershan,119.943656,47.177,0
101081105,150000,内蒙古自治区,152200,兴安盟,152223,扎赉特旗,Jalaid Qi,zhalaiteqi,122.909332,46.725136,0
101081107,150000,内蒙古自治区,152200,兴安盟,152224,突泉,tuquan,tuquan,121.564856,45.380986,0
101080902,150000,内蒙古自治区,152500,锡林郭勒盟,152500,锡林郭勒,Xilingol,xilinguole,116.090996,43.944018,1
101080903,150000,内蒙古自治区,152500,锡林郭勒盟,152501,二连浩特,erenhot,erlianhaote,111.97981,43.652895,0
101080901,150000,内蒙古自治区,152500,锡林郭勒盟,152502,锡林浩特,xilin hot,xilinhaote,116.091903,43.944301,0
101080904,150000,内蒙古自治区,152500,锡林郭勒盟,152522,阿巴嘎旗,abaga,abagaqi,114.970618,44.022728,0
101080911,150000,内蒙古自治区,152500,锡林郭勒盟,152527,太仆寺旗,taipusi,taipusiqi,115.28728,41.895199,0
101080912,150000,内蒙古自治区,152500,锡林郭勒盟,152528,镶黄旗,xianghuangqi,xianghuangqi,113.843869,42.239229,0
101080913,150000,内蒙古自治区,152500,锡林郭勒盟,152529,正镶白旗,zhengxiangbaiqi,zhengxiangbaiqi,115.031423,42.286807,0
101080914,150000,内蒙古自治区,152500,锡林郭勒盟,152530,正蓝旗,zhenglanqi,zhenglanqi,116.003311,42.245895,0
101080915,150000,内蒙古自治区,152500,锡林郭勒盟,152531,多伦,duolun,duolun,116.477288,42.197962,0
101081213,150000,内蒙古自治区,152900,阿拉善盟,152900,阿拉善,Alxa League,alashan,105.706422,38.844814,1
101081203,150000,内蒙古自治区,152900,阿拉善盟,152923,额济纳旗,ejin qi,ejinaqi,101.06944,41.958813,0
101080101,150000,内蒙古自治区,150100,呼和浩特市,150100,呼和浩特,Hohhot,huhehaote,111.7557,40.8482,1
101081103,150000,内蒙古自治区,152200,兴安盟,152222,科尔沁右翼中旗,Horqin Right Wing Middle Banner,keerqinyouyizhongqi,121.28,45.03,0
101081109,150000,内蒙古自治区,152200,兴安盟,152221,科尔沁右翼前旗,Horqin Right Wing Front Banner,keerqinyouyiqianqi,122.069,46.063,0
101080807,150000,内蒙古自治区,150800,巴彦淖尔市,150825,乌拉特后旗,Urat Rear banner,wulatehouqi,106.59,41.27,0
101080806,150000,内蒙古自治区,150800,巴彦淖尔市,150824,乌拉特中旗,Urat Center banner,wulatezhongqi,108.31,41.34,0
101080804,150000,内蒙古自治区,150800,巴彦淖尔市,150823,乌拉特前旗,Urat Front banner,wulateqianqi,108.39,40.44,0
101081009,150000,内蒙古自治区,150700,呼伦贝尔市,150727,新巴尔虎右旗,New Barag Right Banner,xinbaerhuyouqi,116.49,48.4,0
101081007,150000,内蒙古自治区,150700,呼伦贝尔市,150725,陈巴尔虎旗,Old Barag banner,chenbaerhuqi,119.26,49.19,0
